geneID	gene_name	CC7_fpkm	CC8_fpkm	CC1_fpkm	CC2_fpkm	CC3_fpkm	CC4_fpkm	CC5_fpkm	CC6_fpkm	IT2_fpkm	IT1_fpkm	IT3_fpkm	IT4_fpkm	IT5_fpkm	IT6_fpkm	IT7_fpkm	ACLF1_fpkm	ACLF2_fpkm	ACLF3_fpkm	ACLF4_fpkm	ACLF5_fpkm	ACLF6_fpkm	ACLF7_fpkm	ACLF8_fpkm	ACLF10_fpkm	ACLF11_fpkm	ACLF12_fpkm	ACLF14_fpkm	ACLF15_fpkm	DC1_fpkm	DC2_fpkm	DC3_fpkm	DC4_fpkm	DC5_fpkm	DC6_fpkm	DC7_fpkm	DC8_fpkm	DC9_fpkm	DC10_fpkm	DC11_fpkm	DC12_fpkm	CHB1_fpkm	CHB2_fpkm	CHB3_fpkm	CHB4_fpkm	CHB5_fpkm	CHB6_fpkm	CHB7_fpkm	CHB8_fpkm	CHB9_fpkm	CHB10_fpkm	CC7_count	CC8_count	CC1_count	CC2_count	CC3_count	CC4_count	CC5_count	CC6_count	IT2_count	IT1_count	IT3_count	IT4_count	IT5_count	IT6_count	IT7_count	ACLF1_count	ACLF2_count	ACLF3_count	ACLF4_count	ACLF5_count	ACLF6_count	ACLF7_count	ACLF8_count	ACLF10_count	ACLF11_count	ACLF12_count	ACLF14_count	ACLF15_count	DC1_count	DC2_count	DC3_count	DC4_count	DC5_count	DC6_count	DC7_count	DC8_count	DC9_count	DC10_count	DC11_count	DC12_count	CHB1_count	CHB2_count	CHB3_count	CHB4_count	CHB5_count	CHB6_count	CHB7_count	CHB8_count	CHB9_count	CHB10_count	CC_vs_CHB.log2FoldChange	CC_vs_CHB.pvalue	CC_vs_CHB.padj	CC_vs_CHB.regulated	DC_vs_CHB.log2FoldChange	DC_vs_CHB.pvalue	DC_vs_CHB.padj	DC_vs_CHB.regulated	ACLF_vs_CHB.log2FoldChange	ACLF_vs_CHB.pvalue	ACLF_vs_CHB.padj	ACLF_vs_CHB.regulated	DC_vs_CC.log2FoldChange	DC_vs_CC.pvalue	DC_vs_CC.padj	DC_vs_CC.regulated	ACLF_vs_CC.log2FoldChange	ACLF_vs_CC.pvalue	ACLF_vs_CC.padj	ACLF_vs_CC.regulated	ACLF_vs_DC.log2FoldChange	ACLF_vs_DC.pvalue	ACLF_vs_DC.padj	ACLF_vs_DC.regulated	chr	start	end	strand	gene_biotype	gene_description	KEGG	KEGG_pathway	GO	TF_Family
ENSG00000291103	MPHOSPH10P1	0.5319	0.6379	2.0035	0.9027	0.3394	0.7895	1.3987	0.2323	0.1493	1.1963	1.474	0.3548	1.3047	1.7997	0.9916	1.4013	0.654	1.5117	1.9631	1.8047	0.526	0.6721	0.8297	0.6522	1.7088	0.6661	0.7636	0.9983	1.1386	0.7298	2.1801	2.1561	2.3927	1.3955	0.7432	1.0785	1.3168	0.3665	0.6769	3.8289	0.7339	0.6904	0.0082	1.0416	0.2574	0.2843	0.9105	1.4124	1.5066	0.0369	62	73	210	99	33	61	132	26	16	124	151	36	132	171	121	165	70	168	206	208	51	69	89	88	217	82	85	102	142	85	230	225	298	149	90	128	131	41	77	431	80	76	1	112	27	28	75	148	178	4	-0.04151	0.938019362	0.990267112	false	0.76626	0.080594441	0.266768568	false	0.50076	0.204732957	0.429601244	false	0.80874	0.036086719	0.211917601	up	0.54416	0.108233848	0.353784293	false	-0.27263	0.378301829	0.879625941	false	16	53365391	53371129	-	lncRNA	MPHOSPH10 pseudogene 1 [Source:NCBI gene (formerly Entrezgene)%3BAcc:643802]	NA	NA	NA	NA
ENSG00000291104	BTN2A3P	2.6953	1.9177	2.5856	2.0774	1.8993	2.4677	1.3978	1.5645	1.6116	1.4925	2.3646	1.3944	1.4105	2.4359	1.7592	1.6091	1.5798	0.7122	1.0513	1.2381	1.3234	2.126	1.7888	1.0932	1.2654	1.0326	1.5729	1.5492	1.9615	1.081	2.2279	1.6548	2.0123	1.9767	1.5449	2.3745	1.9528	1.8117	1.1491	1.6726	1.5953	1.4161	2.5728	2.1412	1.7377	1.1931	2.3731	1.4077	1.1368	1.2055	262	183	226	190	154	159	110	146	144	129	202	118	119	193	179	158	141	66	92	119	107	182	160	123	134	106	146	132	204	105	196	144	209	176	156	235	162	169	109	157	145	130	261	192	152	98	163	123	112	109	0.16168	0.319965896	0.816966957	false	-0.06397	0.636717248	0.814140006	false	-0.27382	0.079645409	0.24057639	false	-0.2342	0.093283431	0.352026078	false	-0.43997	0.011881843	0.106335689	down	-0.20988	0.15731676	0.745356739	false	6	26421391	26432383	+	lncRNA	butyrophilin subfamily 2 member A3%2C pseudogene [Source:HGNC Symbol%3BAcc:HGNC:13229]	NA	NA	NA	NA
ENSG00000291105	ENSG00000291105	0.159	0.081	0.1769	0	0.0953	0	0	0	0.173	0	0.4524	0	0	0.1951	0	0.9447	0.5197	0.2502	0.0883	1.0456	0.5736	0.1806	0.1728	0.2061	0	0.5271	0.0833	0.2722	0.2973	0.3979	0.0879	0.533	0.0744	0.1736	0	0	0	0.6629	0.0815	0.2471	0	0.1684	0.1524	0.7759	0.2651	0.6588	0.1125	0	0.0785	0	2	1	2	0	1	0	0	0	2	0	5	0	0	2	0	12	6	3	1	13	6	2	2	3	0	7	1	3	4	5	1	6	1	2	0	0	0	8	1	3	0	2	2	9	3	7	1	0	1	0	-1.51967	0.128202188	1	false	0.56248	0.383287117	1	false	0.89883	0.186681083	0.407200053	false	2.05114	0.017213521	1	up	2.40229	0.007996415	1	up	0.34833	0.564592088	1	false	16	56617423	56618832	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291107	ENSG00000291107	5.4741	6.8488	4.039	7.1011	4.5062	5.4792	5.1923	4.6434	6.1279	6.2399	4.976	3.3205	6.3559	5.8976	6.2614	5.346	3.229	3.3873	2.1877	3.6517	3.8316	4.148	3.6362	2.8723	2.0314	2.9276	3.0271	5.4479	5.4134	4.1963	4.2936	2.6731	4.0234	5.2365	3.5878	4.1495	5.707	4.5568	4.1775	3.136	5.8769	7.1756	3.9162	4.8324	4.7536	5.0874	5.799	3.8753	2.4446	4.4509	517	635	343	631	355	343	397	421	532	524	413	273	521	454	619	510	280	305	186	341	301	345	316	314	209	292	273	451	547	396	367	226	406	453	352	399	460	413	385	286	519	640	386	421	404	406	387	329	234	391	0.00071	0.994952453	0.998852226	false	-0.25516	0.01120188	0.085639399	down	-0.60624	5.62295E-09	4.06694E-06	down	-0.2642	0.04875208	0.245948165	down	-0.61114	1.09925E-05	0.001649579	down	-0.35219	0.004356843	0.245765389	down	12	9648047	9658412	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291109	CES1P1	0.011	0.0112	0.0246	0	0	0	0.0273	0.0345	0.036	0.0248	0.0126	0	0.0509	0.0135	0.0633	0.0328	0.0361	0.1737	0.1226	0.0558	0.0133	0.0376	0	0.1717	0.1824	0	0.0231	0.0504	0.031	0.0552	0.1708	0.0493	0.1033	0.0241	0	0.0868	0.0259	0	0.1923	0.0915	0.0708	0.0818	0	0.1077	0.0245	0.0131	0.0156	0	0.098	0.0119	1	1	2	0	0	0	2	3	3	2	1	0	4	1	6	3	3	15	10	5	1	3	0	18	18	0	2	4	3	5	14	4	10	2	0	8	2	0	17	8	6	7	0	9	2	1	1	0	9	1	-1.48149	0.051807521	1	false	0.74395	0.181553993	0.424238284	false	1.12119	0.048692656	0.176243048	up	2.22187	0.005276219	1	up	2.59915	0.001253193	1	up	0.36535	0.545967828	1	false	16	55760516	55794158	+	lncRNA	carboxylesterase 1 pseudogene 1 [Source:HGNC Symbol%3BAcc:HGNC:18546]	NA	NA	NA	NA
ENSG00000291111	ENSG00000291111	0.2009	0.2557	0.726	0.1868	0.1806	0.1136	0.1861	0.2354	0.3551	0.593	0.2	0.5191	0.2893	0.6469	0.4078	0.7457	0.3555	0.5003	0.2789	0.7364	0.3924	0.0855	0.1637	0.3254	0.2074	0.3566	0.1315	0.401	0.5632	0.2764	0.7768	0.3366	0.6345	0.3837	0.29	0.1726	0.5295	0.2355	0.0772	0.442	0.1074	0.3988	0.0481	0.4899	0.3348	0.208	0.2132	0.2234	0.1486	0.2969	8	10	26	7	6	3	6	9	13	21	7	18	10	21	17	30	13	19	10	29	13	3	6	15	9	15	5	14	24	11	28	12	27	14	12	7	18	9	3	17	4	15	2	18	12	7	6	8	6	11	-0.37199	0.302257674	0.812612842	false	0.33064	0.227993918	0.481490186	false	0.0767	0.809154477	0.907683508	false	0.69773	0.049114453	0.246970511	up	0.45078	0.278458584	0.573311741	false	-0.25422	0.427791234	0.901937913	false	6	33112440	33119163	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291112	ENSG00000291112	1.0989	0.2335	0.3165	0.4369	0.5971	0.7037	0.6445	0.8565	0.4042	0.5246	0.1979	2.3794	1.2844	2.6383	1.639	0.2583	0.4133	0.4395	0.1142	1.2154	0.941	0.7631	0.653	0.5464	0.0581	0.8085	0.5878	0.5051	0.4508	0.546	0.1223	0.4327	0.5624	0.3194	0.312	0.365	0.5002	0.5025	0.2998	1.703	0.7779	0.4604	0.3106	0.4885	0.1933	0.8421	1.1748	1.8909	0.7566	0.3485	139	29	36	52	63	59	66	104	47	59	22	262	141	272	217	33	48	53	13	152	99	85	76	80	8	108	71	56	61	69	14	49	76	37	41	47	54	61	37	208	92	55	41	57	22	90	105	215	97	41	-0.76144	0.062950246	0.695817827	false	-0.83798	0.018987579	0.117706399	down	-0.94319	0.012666814	0.07426524	down	-0.08211	0.8139473	0.938745591	false	-0.18434	0.624144501	0.831572026	false	-0.10524	0.762993605	0.969565562	false	6	27356451	27375277	-	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291114	SIGLEC17P	4.0513	5.0098	7.88	8.1864	5.6163	5.5336	4.7365	3.2823	8.0346	14.1563	6.3363	3.4855	5.9163	10.6771	20.1638	3.9282	2.8508	4.4941	1.2594	2.074	2.4854	2.6882	2.0655	0.9506	2.1579	3.1257	3.1427	2.6628	4.7683	1.8854	3.0211	1.9741	2.0129	2.1113	1.3963	3.3405	7.7358	1.9979	2.1869	2.6761	5.9729	4.131	1.3898	3.7954	2.9087	4.5182	1.5572	4.2287	1.1679	6.3092	243	295	425	462	281	220	230	189	443	755	334	182	308	522	1266	238	157	257	68	123	124	142	114	66	141	198	180	140	306	113	164	106	129	116	87	204	396	115	128	155	335	234	87	210	157	229	66	228	71	352	-0.17524	0.593888374	0.909217225	false	-1.07887	0.000200609	0.007736878	down	-1.13789	9.41874E-05	0.003270831	down	-0.90603	0.000279019	0.011092763	down	-0.96125	3.68295E-05	0.003506844	down	-0.06211	0.797270208	0.975209375	false	19	51167328	51173524	+	lncRNA	sialic acid binding Ig like lectin 17%2C pseudogene [Source:NCBI gene (formerly Entrezgene)%3BAcc:284367]	NA	NA	NA	NA
ENSG00000291115	ZNF300P1	0.0101	0	0.0112	0.0429	0	0.0152	0	0.021	0	0	0.0459	0.0232	0	0.0124	0.0674	0.0699	0.022	0.0423	0	0.0102	0.0121	0.103	0.0986	0.0174	0	0.0477	0.0844	0	0.0565	0	0	0	0	0.011	0.0097	0	0	0	0.062	0.0104	0	0	0.0483	0.0328	0	0	0.0428	0.0561	0	0.0108	1	0	1	4	0	1	0	2	0	0	4	2	0	1	7	7	2	4	0	1	1	9	9	2	0	5	8	0	6	0	0	0	0	1	1	0	0	0	6	1	0	0	5	3	0	0	3	5	0	1	-0.7944	0.404462245	1	false	-0.71047	0.427408074	1	false	0.967	0.17666039	0.39438483	false	0.08546	0.938607024	1	false	1.75413	0.039170179	1	up	1.66692	0.042434929	1	up	5	150930456	150946598	-	lncRNA	zinc finger protein 300 pseudogene 1 [Source:HGNC Symbol%3BAcc:HGNC:27032]	NA	NA	NA	NA
ENSG00000291117	ENSG00000291117	16.0426	17.1542	15.128	15.5707	14.4449	18.9771	16.9067	14.2216	15.8498	18.5083	15.9546	7.619	15.571	12.5002	14.1349	14.1883	16.4408	12.8634	19.6745	16.4812	13.7343	18.9789	19.0645	14.2707	17.6456	13.0366	17.2623	18.1578	15.3531	17.1995	17.9718	19.5875	15.9986	18.603	13.9624	15.0071	15.5028	11.0767	17.2617	13.2128	18.7115	18.2549	12.1447	14.9668	15.3975	13.9461	15.7383	11.6418	9.2011	13.0983	4182	4390	3546	3819	3141	3279	3568	3559	3798	4290	3655	1729	3523	2656	3857	3736	3935	3197	4617	4248	2978	4357	4573	4306	5011	3589	4297	4149	4282	4480	4240	4571	4456	4442	3781	3983	3449	2771	4391	3326	4561	4494	3304	3599	3612	3072	2899	2728	2431	3176	0.08556	0.370718489	0.833904136	false	0.15016	0.104492585	0.310368134	false	0.1972	0.042082565	0.160989494	up	0.05661	0.587715178	0.831930849	false	0.10741	0.327033124	0.61889501	false	0.0444	0.676414591	0.951111006	false	17	64779259	64837207	-	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291118	ZNF767P	10.3645	10.8686	12.0408	16.1899	12.509	15.8474	10.0006	10.1875	14.7015	13.2754	11.3968	8.5686	12.5447	16.2374	14.3439	15.3049	8.1433	7.403	5.7179	11.0736	9.5658	14.8303	9.4718	9.7155	8.9376	8.9549	9.9039	6.38	12.1826	9.7093	10.2856	8.2838	10.7049	9.9532	6.9875	9.126	11.2755	9.5274	5.2302	6.5321	12.7917	11.4184	9.3628	7.954	8.6576	9.8806	6.5808	5.9495	5.4918	9.6233	1188	1223	1241	1746	1196	1204	928	1121	1549	1353	1148	855	1248	1517	1721	1772	857	809	590	1255	912	1497	999	1289	1116	1084	1084	641	1494	1112	1067	850	1311	1045	832	1065	1103	1048	585	723	1371	1236	1120	841	893	957	533	613	638	1026	0.14398	0.309152817	0.813717855	false	-0.23821	0.061242182	0.229227249	false	-0.08758	0.502710805	0.713855469	false	-0.38949	0.00534795	0.068983391	down	-0.23407	0.103313035	0.345629731	false	0.15061	0.264371585	0.827509115	false	7	149547154	149624752	-	lncRNA	zinc finger family member 767%2C pseudogene [Source:NCBI gene (formerly Entrezgene)%3BAcc:79970]	NA	NA	NA	NA
ENSG00000291120	MRPL45P2	2.399	2.0083	1.0427	1.143	1.2231	1.6225	0.9707	1.824	2.3398	1.8762	2.4475	1.8214	2.0174	2.1144	1.5542	2.0611	2.0573	1.663	1.2406	2.5797	2.7184	2.3797	1.7531	2.287	1.0378	1.9322	1.4727	2.4538	2.049	2.0284	2.0109	2.3718	1.5098	1.2192	1.8847	1.7875	1.9709	1.7815	1.8226	2.3273	2.0495	2.0877	2.3119	1.8384	2.2829	2.219	2.0097	1.9326	2.4758	1.3785	174	143	68	78	74	78	57	127	156	121	156	115	127	125	118	151	137	115	81	185	164	152	117	192	82	148	102	156	159	147	132	154	117	81	142	132	122	124	129	163	139	143	175	123	149	136	103	126	182	93	-0.53134	0.001818746	0.342205418	down	-0.06593	0.599012628	0.789248243	false	-0.17963	0.164384476	0.376658478	false	0.45444	0.012732355	0.113864621	up	0.3443	0.065872607	0.274269984	false	-0.11341	0.40419735	0.891332519	false	17	47450568	47492493	-	lncRNA	mitochondrial ribosomal protein L45 pseudogene 2 [Source:HGNC Symbol%3BAcc:HGNC:29716]	NA	NA	NA	NA
ENSG00000291122	CASTOR3P	4.6371	4.9739	3.5924	5.9011	5.8784	7.2226	5.3398	4.5458	6.8796	4.424	4.7637	2.683	5.8305	4.6502	5.7413	4.2729	5.0728	3.0515	2.769	3.7643	6.5602	5.4361	5.0097	3.8173	2.3634	4.7142	3.4687	4.628	5.0108	4.8459	4.6634	3.2422	4.1035	4.891	3.6487	3.4008	4.5532	4.2983	4.1081	2.9209	5.8282	4.8596	3.3374	3.3538	3.6579	5.0351	3.8466	3.8898	2.419	4.7063	679	715	473	813	718	701	633	639	926	576	613	342	741	555	880	632	682	426	365	545	799	701	675	647	377	729	485	594	785	709	618	425	642	656	555	507	569	604	587	413	798	672	510	453	482	623	398	512	359	641	0.16186	0.217759717	0.776292276	false	-0.01895	0.865155891	0.938707069	false	-0.18027	0.129721547	0.324690866	false	-0.18923	0.174845907	0.485047117	false	-0.34528	0.022513524	0.153223837	down	-0.1607	0.214912513	0.804336889	false	7	100200653	100272218	-	lncRNA	CASTOR family member 3%2C pseudogene [Source:HGNC Symbol%3BAcc:HGNC:29954]	NA	NA	NA	NA
ENSG00000291123	H2BP1	0.1871	0.0212	0.3469	0.0884	0	0.1255	0.0514	0.0433	0.0452	0.1169	0.0946	0.0239	0	0.0255	0.0993	0.1029	0.1359	0.0218	0.2079	0.0841	0.05	0.0236	0.2034	0.2515	0	0.0394	0.0218	0.0237	0.2915	0.0624	0.046	0.1626	0.0584	0.1589	0.0801	0.0204	0.0731	0.13	0.0639	0.0431	0.0445	0.044	0	0.0451	0.0231	0.0492	0.0294	0.0231	0	0.0447	9	1	15	4	0	4	2	2	2	5	4	1	0	1	5	5	6	1	9	4	2	1	9	14	0	2	1	1	15	3	2	7	3	7	4	1	3	6	3	2	2	2	0	2	1	2	1	1	0	2	1.29024	0.030731205	0.643810646	up	1.20329	0.008874619	1	up	1.1856	0.029076221	0.12721605	up	-0.09048	0.871853464	1	false	-0.10756	0.87406907	1	false	-0.02453	0.961840124	1	false	1	121107171	121117294	-	lncRNA	H2B histone pseudogene 1 [Source:HGNC Symbol%3BAcc:HGNC:20560]	NA	NA	NA	NA
ENSG00000291124	ENSG00000291124	11.4686	8.9564	6.0513	8.7898	9.1354	8.9973	8.2321	13.0349	10.4663	7.5096	7.0036	8.2412	11.4518	9.9118	10.3233	6.6483	12.2273	8.0595	5.7187	9.1375	12.4552	11.981	7.4228	9.1044	4.8661	7.6137	6.6457	13.1712	5.9671	8.264	6.0262	7.103	7.4302	5.7595	8.8198	9.1491	9.6605	10.6228	10.3816	11.9822	8.7354	10.0526	12.0637	9.214	13.226	15.7437	13.9581	11.9219	9.7816	10.7132	900	690	427	649	598	468	523	982	755	524	483	563	780	634	848	527	881	603	404	709	813	828	536	827	416	631	498	906	501	648	428	499	623	414	719	731	647	800	795	908	641	745	988	667	934	1044	774	841	778	782	-0.28951	0.078756015	0.705968097	false	-0.26647	0.076307322	0.260013042	false	-0.40835	0.003546993	0.033080562	down	0.01483	0.936776956	0.980002296	false	-0.12272	0.458552776	0.726173445	false	-0.14217	0.37459711	0.878834484	false	7	65751037	65764225	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291126	ENSG00000291126	0.0584	0	0.0406	0.0465	0.035	0	0.009	0	0.0159	0.0164	0.0083	0.0251	0.0168	0.0985	0.0209	0.0144	0.0397	0.0077	0	0.0148	0	0	0	0.0126	0	0	0.0306	0.0083	0	0	0.0242	0.0082	0.0273	0.008	0.007	0.043	0	0	0	0	0.0156	0	0	0.0158	0.0081	0.0173	0.0516	0	0.0072	0.0392	8	0	5	6	4	0	1	0	2	2	1	3	2	11	3	2	5	1	0	2	0	0	0	2	0	0	4	1	0	0	3	1	4	1	1	6	0	0	0	0	2	0	0	2	1	2	5	0	1	5	0.13636	0.843535629	0.970508099	false	-1.66728	0.018428527	1	down	-0.62292	0.328921664	1	false	-1.80595	0.068405975	1	false	-0.76371	0.392740285	1	false	1.0408	0.25684232	1	false	2	95526651	95532405	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291127	ANKRD36BP2	1.4306	0.4117	0.4697	0.3089	0.3158	0.3083	0.4993	0.2365	0.5484	0.5005	0.2791	1.419	0.4238	0.8915	0.6595	0.4631	0.5738	0.262	0.2422	0.4685	2.3096	0.6549	0.3554	0.3924	0.2209	0.4773	0.7229	0.658	0.5943	0.5363	0.3412	0.7204	0.9351	0.2132	1.9848	0.4104	0.4523	0.5206	0.6795	0.3668	0.4711	0.2789	0.6527	0.4431	0.3381	0.7578	0.617	0.682	0.5332	0.6396	315	89	93	64	58	45	89	50	111	98	54	272	81	160	152	103	116	55	48	102	423	127	72	100	53	111	152	127	140	118	68	142	220	43	454	92	85	110	146	78	97	58	150	90	67	141	96	135	119	131	-0.43832	0.158618267	0.748163066	false	0.35133	0.240128116	0.494504428	false	-0.53907	0.020281953	0.100333483	down	0.77349	0.047226758	0.242891605	up	-0.11545	0.682882068	0.864275669	false	-0.88769	0.003121991	0.221216866	down	2	88765807	88806612	+	lncRNA	ankyrin repeat domain 36B pseudogene 2 [Source:NCBI gene (formerly Entrezgene)%3BAcc:645784]	NA	NA	NA	NA
ENSG00000291132	ENSG00000291132	0.3153	0.3766	0.1814	1.0863	0.7169	0.7218	0.5775	0.5663	0.5205	0.3913	0.8784	0.2248	0.476	0.3468	1.4334	0.3122	0.154	0.4904	0.2174	0.5058	0.2745	0.6173	0.2009	0.3288	0.0699	0.3192	0.649	0.2605	0.2134	0.4788	0.1562	0.1579	0.1628	0.3205	0.3454	0.7476	0.1274	0.9291	0.1783	0.1126	0.3837	0.4145	0.5313	0.3536	0.5437	0.1415	0.1847	0.1331	0.3111	0.1753	29	34	15	94	55	44	43	50	44	32	71	18	38	26	138	29	13	43	18	46	21	50	17	35	7	31	57	21	21	44	13	13	16	27	33	70	10	82	16	10	33	36	51	30	45	11	12	11	29	15	0.31009	0.356268403	0.829918198	false	-0.60828	0.050875439	0.205802031	false	-0.19888	0.512552331	0.720774198	false	-0.92485	0.010778382	0.103422491	down	-0.50942	0.138676273	0.403721235	false	0.41172	0.215538371	0.805450351	false	1	32231656	32241710	-	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291135	FCGR1BP	0.6358	0.5667	7.5371	0.8217	0.3638	1.3299	0.9817	0.1581	0.1179	0.5363	0.7482	0.1577	0.9573	1.2765	1.1044	2.1316	0.8263	1.6976	2.3276	0.9938	0.3735	1.1486	1.2171	3.1523	4.9611	0.951	3.1477	0.8243	1.614	2.9358	1.2694	3.0186	3.0363	2.3427	2.3161	2.9664	1.9641	1.0089	1.5623	2.0053	0.8731	0.5738	0.0969	2.0443	0.7467	0.5729	0.7976	0.6832	0.7129	0.1165	88	77	938	107	42	122	110	21	15	66	91	19	115	144	160	298	105	224	290	136	43	140	155	505	748	139	416	100	239	406	159	374	449	297	333	418	232	134	211	268	113	75	14	261	93	67	78	85	100	15	1.05395	0.046610463	0.6761482	up	1.42082	7.79341E-06	0.00107495	up	1.66133	9.44586E-07	0.000150096	up	0.36924	0.479118946	0.766573193	false	0.61179	0.271738244	0.56682431	false	0.23466	0.442845472	0.902857514	false	1	121087298	121097161	+	lncRNA	Fc gamma receptor Ib%2C pseudogene [Source:NCBI gene (formerly Entrezgene)%3BAcc:2210]	NA	NA	NA	NA
ENSG00000291137	GBAP1	0.8035	1.051	1.5841	2.8338	1.018	0.9643	1.1955	1.0462	1.4999	1.6225	1.3923	1.0384	1.1888	1.9828	1.9627	1.5729	0.7459	0.6034	0.6187	0.9789	1.1636	0.8087	0.9625	0.9861	0.5029	2.5246	0.7267	0.4896	0.8278	0.9504	0.6457	0.765	0.752	1.7943	1.2569	0.9327	0.781	0.6851	0.3369	0.5106	1.0058	0.8605	0.35	0.7325	0.8726	1.221	0.6849	0.5384	0.5315	1.4823	88	113	156	292	93	70	106	110	151	158	134	99	113	177	225	174	75	63	61	106	106	78	97	125	60	292	76	47	97	104	64	75	88	180	143	104	73	72	36	54	103	89	40	74	86	113	53	53	59	151	0.16547	0.493507604	0.876028312	false	-0.39431	0.067228004	0.241629533	false	-0.12079	0.601572457	0.784261439	false	-0.56586	0.031530907	0.196157596	down	-0.28585	0.320368453	0.612399006	false	0.27541	0.282705948	0.842392194	false	1	155213821	155227574	-	lncRNA	glucosylceramidase beta pseudogene 1 [Source:NCBI gene (formerly Entrezgene)%3BAcc:2630]	NA	NA	NA	NA
ENSG00000291138	ENSG00000291138	2.2442	3.3934	1.2284	2.4039	1.4293	3.1742	2.1008	4.0911	2.0791	2.0705	2.6136	3.4038	2.1413	2.4092	1.9598	2.3607	0.9548	2.685	0.4285	1.4009	1.075	2.0507	1.9054	0.8937	1.4485	0.6641	2.2401	2.0203	2.5401	1.5091	1.298	1.5081	2.7405	3.1775	1.5359	3.1687	1.2326	1.2241	0.7367	1.3255	1.5376	2.5435	3.8305	1.8627	2.5913	2.9256	1.0173	1.5799	1.7991	2.639	128	190	63	129	68	120	97	224	109	105	131	169	106	112	117	136	50	146	22	79	51	103	100	59	90	40	122	101	155	86	67	77	167	166	91	184	60	67	41	73	82	137	228	98	133	141	41	81	104	140	0.0008	0.997400394	0.999041569	false	-0.52339	0.011004131	0.084991579	down	-0.52627	0.026131141	0.118278092	down	-0.53418	0.035739326	0.211052075	down	-0.53213	0.076991671	0.297921586	false	-0.00338	0.989345857	0.997738913	false	1	46433827	46482493	+	lncRNA	novel transcript	NA	NA	NA	NA
ENSG00000291139	DPY19L2P2	1.5727	1.1184	0.9174	2.5168	1.2593	1.3251	1.0483	1.156	1.3816	1.3749	1.4182	1.4998	0.7932	1.3397	1.3891	1.1633	0.9308	0.5851	0.1978	0.9604	1.2914	1.368	1.0964	0.8306	0.5502	0.6406	0.9323	0.3792	0.9652	0.9384	0.5705	0.4707	0.7499	1.1468	0.8398	0.9035	1.1683	1.6141	0.9062	0.4917	1.4407	1.1375	1.052	1.0165	0.2506	1.2853	0.7979	0.8979	0.7319	0.6827	265	185	139	399	177	148	143	187	214	206	210	220	116	184	245	198	144	94	30	160	181	203	170	162	101	114	150	56	174	158	87	71	135	177	147	155	168	261	149	80	227	181	185	158	38	183	95	136	125	107	0.21869	0.320524096	0.817197335	false	-0.321	0.123774024	0.342634099	false	-0.40391	0.04781825	0.174582871	down	-0.54912	0.021553658	0.156951307	down	-0.62636	0.005497699	0.067756795	down	-0.08011	0.721132293	0.960403014	false	7	103175133	103280410	-	lncRNA	DPY19L2 pseudogene 2 [Source:HGNC Symbol%3BAcc:HGNC:21764]	NA	NA	NA	NA
ENSG00000291140	AMZ2P1	2.7237	2.4932	2.0569	2.5623	2.0187	1.3049	2.7051	1.7636	2.0621	2.2146	1.9475	1.892	2.3006	3.4884	3.0416	1.8675	2.4353	2.0461	1.891	2.4941	2.0023	2.539	1.86	1.4945	1.5373	1.4899	2.1296	2.341	1.8233	1.9707	1.7386	2.0146	1.7741	2.0292	1.7007	2.0877	1.9623	1.793	2.4706	3.4209	1.6532	2.1436	2.5128	2.1546	2.9347	2.4937	3.4248	2.5182	2.5602	1.9884	296	266	201	262	183	94	238	184	206	214	186	179	217	309	346	205	243	212	185	268	181	243	186	188	182	171	221	223	212	214	171	196	206	202	192	231	182	187	262	359	168	220	285	216	287	229	263	246	282	201	-0.24307	0.10341906	0.732671031	false	-0.25463	0.040486226	0.180299426	down	-0.31493	0.006748337	0.050175949	down	-0.01868	0.903998938	0.969075794	false	-0.07703	0.570146467	0.7996582	false	-0.0627	0.597106127	0.941831275	false	17	64966550	64975630	-	lncRNA	AMZ2 pseudogene 1 [Source:HGNC Symbol%3BAcc:HGNC:26491]	NA	NA	NA	NA
